Source_1,Target_1,Weight,Source,Target
396,1345,18,"The Hanover Insurance Group, Inc.  ",Kingstone Insurance Company EBHO   
317,51,6,Regis Insurance Company            ,Penn National Insurance Company    
51,4018,3,Penn National Insurance Company    ,Atain Specialty Insurance Company  
54,2114,19,Selective Insurance Group          ,Munich SID Alt Market Risks - AAIC 
2079,96,22,MAG Mutual Insurance Company       ,Nationwide Insurance Co            
1036,2242,2,Everest National Insurance Company ,Western World Insurance Group      
341,66,7,American Home Assurance Co.        ,Central Mutual Insurance Co.       
336,337,15,SAFER - N. Calif Regional Liability,SAFER - S. Calif Regional Liability
1219,120,6,IAT Group                          ,Frankenmuth Mutual Insurance Co.   
1184,1219,11,Argonaut Group                     ,IAT Group                          
2038,63,4,WRM America Indemnity Company      ,Westfield Companies                
339,326,1,RLI Insurance Company              ,Praetorian Insurance Company       
383,90,7,Badger Mutual Insurance Co         ,Allstate Insurance Company         
145,336,21,Lexington Risk Specialists         ,SAFER - N. Calif Regional Liability
1182,1218,1,Financial Pacific Insurance Co     ,Colony Insurance Company           
317,2651,5,Regis Insurance Company            ,Endurance American Specialty Ins Co
1010,1100,4,State Automobile Mutual Ins.       ,Austin Mutual Insurance Group      
1196,1100,2,American Hallmark Insurance Co     ,Austin Mutual Insurance Group      
1469,368,3,"Munich Reinsurance America, Inc    ",Jewelers Mutual Insurance Co       
2108,82,3,Mercury Insurance Company          ,GuideOne Insurance                 
1184,90,32,Argonaut Group                     ,Allstate Insurance Company         
326,144,1,Praetorian Insurance Company       ,Peninsula Insurance Company        
82,116,14,GuideOne Insurance                 ,Pekin Insurance Company            
226,26,6,Ohio Mutual Insurance Group        ,Great American Insurance Company   
77,317,4,State Farm Fire & Casualty Co.     ,Regis Insurance Company            
1117,399,2,Trident Insurance Services         ,Western National Insurance Group   
2695,1469,2,Berkshire Hathaway Specialty Ins Co,"Munich Reinsurance America, Inc    "
402,36,14,Utica First Insurance Company      ,Employers Mutual Casualty          
145,146,1,Lexington Risk Specialists         ,Commonwealth Insurance Company     
2108,341,2,Mercury Insurance Company          ,American Home Assurance Co.        
150,82,15,Motorists Insurance Companies      ,GuideOne Insurance                 
1071,134,5,Praetorian Insurance Company - NY  ,Federated Insurance Group          
1395,51,5,Catlin Specialty Insurance Company ,Penn National Insurance Company    
1073,1301,4,Grange Mutual Casualty Company     ,Atlantic Casualty Insurance Company
114,82,6,Merchants Insurance Group          ,GuideOne Insurance                 
487,1302,1,Mapfre USA                         ,General Star National Insurance Co 
26,2651,2,Great American Insurance Company   ,Endurance American Specialty Ins Co
1469,120,5,"Munich Reinsurance America, Inc    ",Frankenmuth Mutual Insurance Co.   
145,2119,12,Lexington Risk Specialists         ,Lloyd`s Brit                       
2443,141,3,United Methodist Insurance Company ,New Hampshire Insurance Company    
254,4,2,Princeton Insurance Company        ,FFIC - Fireman`s Fund Insurance Co 
1042,240,1,Union Mutual Insurance Co.         ,Catholic Mutual Group              
144,1042,1,Peninsula Insurance Company        ,Union Mutual Insurance Co.         
399,1326,10,Western National Insurance Group   ,Contractors Bonding and Ins Company
1179,1129,8,Republic Underwriters Insurance Co ,OneBeacon                          
2190,120,22,AmTrust Group                      ,Frankenmuth Mutual Insurance Co.   
1325,178,7,Co-Operative Insurance Companies   ,Andover Insurance Company          
324,1051,1,Western Heritage Insurance Company ,FCCI Insurance Company             
416,66,3,Fremont Insurance Company          ,Central Mutual Insurance Co.       
324,1326,3,Western Heritage Insurance Company ,Contractors Bonding and Ins Company
382,1042,5,Hudson Insurance Company           ,Union Mutual Insurance Co.         
1434,1219,4,SPARTA Insurance                   ,IAT Group                          
310,140,3,Sequoia Insurance Company          ,"Secura, A Mutual Co.               "
13,2402,2,Erie Insurance Group               ,American Resources Insurance Co Inc
361,312,10,Colorado Farm Bureau Mutual Ins. Co,Acuity                             
1042,324,1,Union Mutual Insurance Co.         ,Western Heritage Insurance Company 
324,2079,3,Western Heritage Insurance Company ,MAG Mutual Insurance Company       
313,363,5,Patrons Mutual Insurance Co of CT  ,MMG Insurance Company              
1366,66,3,Alterra                            ,Central Mutual Insurance Co.       
2695,2190,3,Berkshire Hathaway Specialty Ins Co,AmTrust Group                      
1100,350,2,Austin Mutual Insurance Group      ,Unigard Insurance Company          
1128,82,2,Mapfre Insurance Company of Florida,GuideOne Insurance                 
1098,1051,2,Stonington Insurance Company       ,FCCI Insurance Company             
1185,370,14,General Casualty WI (and/or Regent),Rockford Mutual Insurance Company  
1326,96,2,Contractors Bonding and Ins Company,Nationwide Insurance Co            
382,360,2,Hudson Insurance Company           ,Magna Carta Companies              
111,360,1,Donegal Mutual Insurance Company   ,Magna Carta Companies              
318,378,1,Safety Insurance Company           ,Hingham Mutual Fire Insurance Co   
2049,1395,1,Farmers Fire Insurance Company     ,Catlin Specialty Insurance Company 
2363,396,2,Eastern Mutual Insurance Company   ,"The Hanover Insurance Group, Inc.  "
1423,306,3,"XL Insurance America, Inc.         ",Farmland-Nationwide Agribusiness   
150,341,8,Motorists Insurance Companies      ,American Home Assurance Co.        
1333,326,1,The Dentists Insurance Company     ,Praetorian Insurance Company       
2309,427,6,Affordable Housing Risk Pool       ,Oregon Mutual Insurance Co         
396,317,1,"The Hanover Insurance Group, Inc.  ",Regis Insurance Company            
341,427,5,American Home Assurance Co.        ,Oregon Mutual Insurance Co         
383,1219,3,Badger Mutual Insurance Co         ,IAT Group                          
427,1157,5,Oregon Mutual Insurance Co         ,Tower Insurance Company of NY      
1035,36,3,MASB - SEG Property Casualty Pool  ,Employers Mutual Casualty          
254,1157,6,Princeton Insurance Company        ,Tower Insurance Company of NY      
341,1035,2,American Home Assurance Co.        ,MASB - SEG Property Casualty Pool  
150,1366,1,Motorists Insurance Companies      ,Alterra                            
1302,344,4,General Star National Insurance Co ,Farm Bureau Mutual Ins Co of Mich  
2114,169,2,Munich SID Alt Market Risks - AAIC ,Capitol Indemnity Corporation      
90,418,7,Allstate Insurance Company         ,Concord General Mutual Insurance Co
1284,1469,1,AMERIND Risk Management Corporation,"Munich Reinsurance America, Inc    "
120,2455,4,Frankenmuth Mutual Insurance Co.   ,Inter Hannover                     
2695,90,2,Berkshire Hathaway Specialty Ins Co,Allstate Insurance Company         
1278,341,3,Standard Mutual Insurance Company  ,American Home Assurance Co.        
209,1302,1,National American Insurance Company,General Star National Insurance Co 
1469,1374,3,"Munich Reinsurance America, Inc    ",American European Insurance Company
1279,363,3,White Pine (formerly Mid Continent),MMG Insurance Company              
312,1302,6,Acuity                             ,General Star National Insurance Co 
312,178,2,Acuity                             ,Andover Insurance Company          
36,1143,5,Employers Mutual Casualty          ,ANPAC Louisiana Insurance Company  
2106,2058,1,Maxum Indemnity Company            ,"Canopius US Insurance, Inc (Omega) "
178,200,2,Andover Insurance Company          ,Penn-America Insurance Co          
324,53,6,Western Heritage Insurance Company ,Harleysville Insurance Company     
169,1042,3,Capitol Indemnity Corporation      ,Union Mutual Insurance Co.         
150,2459,1,Motorists Insurance Companies      ,QBE Insurance Corporation          
1129,1179,5,OneBeacon                          ,Republic Underwriters Insurance Co 
1219,368,1,IAT Group                          ,Jewelers Mutual Insurance Co       
326,282,1,Praetorian Insurance Company       ,Farm Family Insurance Companies    
190,306,1,PMA Group                          ,Farmland-Nationwide Agribusiness   
1117,1073,2,Trident Insurance Services         ,Grange Mutual Casualty Company     
1117,140,2,Trident Insurance Services         ,"Secura, A Mutual Co.               "
140,1301,2,"Secura, A Mutual Co.               ",Atlantic Casualty Insurance Company
104,3499,1,Vermont Mutual Insurance Co        ,Hamilton Specialty Insurance Co.   
96,3971,1,Nationwide Insurance Co            ,Tower Hill Prime Insurance Group   
190,181,1,PMA Group                          ,HDI Global Insurance Company       
134,1302,4,Federated Insurance Group          ,General Star National Insurance Co 
1133,141,2,Aspen Specialty Insurance Company  ,New Hampshire Insurance Company    
3384,402,1,Lloyd`s Advent Syndicate 780       ,Utica First Insurance Company      
1129,2110,1,OneBeacon                          ,Munich Re - Surplus                
2651,4018,5,Endurance American Specialty Ins Co,Atain Specialty Insurance Company  
1128,341,1,Mapfre Insurance Company of Florida,American Home Assurance Co.        
1073,331,2,Grange Mutual Casualty Company     ,Preferred Mutual Insurance Company 
2119,134,3,Lloyd`s Brit                       ,Federated Insurance Group          
140,306,3,"Secura, A Mutual Co.               ",Farmland-Nationwide Agribusiness   
326,111,2,Praetorian Insurance Company       ,Donegal Mutual Insurance Company   
360,3373,3,Magna Carta Companies              ,Lloyd`s Axis Syndicate 2007        
53,3082,1,Harleysville Insurance Company     ,New York Central Mutual Fire Ins Co
1185,2166,1,General Casualty WI (and/or Regent),Crum and Forster Insurance Company 
1366,1185,2,Alterra                            ,General Casualty WI (and/or Regent)
2058,82,1,"Canopius US Insurance, Inc (Omega) ",GuideOne Insurance                 
1227,114,4,Western Reserve Mutual Casualty    ,Merchants Insurance Group          
1219,318,1,IAT Group                          ,Safety Insurance Company           
240,331,3,Catholic Mutual Group              ,Preferred Mutual Insurance Company 
4070,1469,1,Tennessee Farmers Insurance Co     ,"Munich Reinsurance America, Inc    "
1184,3615,2,Argonaut Group                     ,Zurich Direct                      
1434,252,2,SPARTA Insurance                   ,Mountain States Mutual Casualty Co 
104,226,4,Vermont Mutual Insurance Co        ,Ohio Mutual Insurance Group        
1361,26,3,American Safety Insurance Company  ,Great American Insurance Company   
1071,1100,1,Praetorian Insurance Company - NY  ,Austin Mutual Insurance Group      
1071,312,1,Praetorian Insurance Company - NY  ,Acuity                             
